Tempo,Referencia_Temperatura,Referencia_Umidade,Saida_Temperatura,Saida_Umidade,Sinal_Controle_Temperatura,Sinal_Controle_Umidade,Erro_Temperatura,Erro_Umidade
18,30,50,22,50,0,0,8,0
36,30,50,22,50,0,0,8,0
54,30,50,22,50,0,0,8,0
72,30,50,22,50,0,0,8,0
90,30,50,22,50,0,0,8,0
108,30,50,22,50,0,0,8,0
126,30,50,22,50,0,0,8,0
144,30,50,22,50,3.23999999999999,0,8,0
162,30,50,22,50,6.47999999999999,0,8,0
180,30,50,22,50,9.71999999999998,0,8,0
198,30,50,22,50,12.96,0,8,0
216,30,50,22.2849904,50,13.9157306964,0,7.7150096,0
234,30,50,22.86228610912,50,13.8300411730759,0,7.13771389088,0
252,30,50,23.7224748964063,49.580744,12.6963570634029,0.324525106799998,6.27752510359367,0.419255999999997
270,30,50,24.856447604742,48.7395315857719,10.4263235830613,0.923027985233228,5.14355239525795,1.26046841422806
288,30,50,26.0544640639247,47.5569137085532,8.54488969134513,1.77432547848809,3.9455359360753,2.44308629144683
306,30,50,27.210077800615,46.0966802995362,6.83653707339025,2.88092784726146,2.78992219938503,3.90331970046384
324,30,50,28.2206621876441,44.7090818625209,5.6117916513955,4.0135316557843,1.77933781235586,5.29091813747912
342,30,50,28.9802583477891,43.5815196162385,5.2684432690101,5.09853687909781,1.01974165221091,6.41848038376149
360,30,50,29.52053588413,42.8401661808019,5.12750132420003,6.05461696138719,0.479464115870044,7.15983381919808
378,30,50,29.861874586453,42.6037941790336,5.27189409863499,6.77993334352926,0.138125413546959,7.39620582096637
396,30,50,30.054531702125,42.7748170014603,5.48069063800647,7.32670017110853,-0.054531702125022,7.22518299853974
414,30,50,30.1852321548661,43.2603228934558,5.36885150965491,7.70459062704069,-0.185232154866121,6.73967710654416
432,30,50,30.2818791545779,43.9454779418554,5.16899259841019,7.9504947434225,-0.281879154577858,6.05452205814462
450,30,50,30.3767353350954,44.6707499228866,4.77504026072944,8.14234721637968,-0.376735335095439,5.32925007711335
468,30,50,30.4808931265588,45.3777090265276,4.25921292747774,8.28558110318119,-0.480893126558755,4.62229097347239
486,30,50,30.5696538414857,46.0203443234851,3.87085839061124,8.40450372466757,-0.569653841485668,3.97965567651488
504,30,50,30.6365802081098,46.5841270766854,3.54501310916325,8.50639735245967,-0.636580208109812,3.41587292331459
522,30,50,30.665853661206,47.1114699559975,3.38530524321343,8.5629764333674,-0.665853661205965,2.88853004400248
540,30,50,30.6477662801817,47.6168083810678,3.4061496816109,8.57619854334753,-0.647766280181656,2.3831916189322
558,30,50,30.594756448693,48.1207681151851,3.47876545336917,8.53551822477785,-0.594756448693001,1.8792318848149
576,30,50,30.5143864060391,48.6351116648738,3.61852344632668,8.43659871503405,-0.514386406039073,1.36488833512623
594,30,50,30.4232335094592,49.1365555637621,3.74123044662817,8.29907585435965,-0.42323350945918,0.863444436237934
612,30,50,30.3391194660212,49.6091105086573,3.79082654839237,8.13137492594639,-0.339119466021202,0.390889491342662
630,30,50,30.2682146644475,50.0285765132472,3.80360888000482,7.95149753761277,-0.268214664447477,-0.028576513247188
648,30,50,30.2171666723537,50.3709573600021,3.75162341230882,7.77783965970133,-0.217166672353731,-0.37095736000208
666,30,50,30.1846904941394,50.6333199667586,3.67017774274587,7.61491472444003,-0.184690494139403,-0.63331996675862
684,30,50,30.1639647063291,50.8150320150445,3.60003702432912,7.47047536010244,-0.163964706329068,-0.815032015044487
702,30,50,30.1509186078545,50.9267843152176,3.53515562351818,7.34408876310664,-0.150918607854489,-0.926784315217581
720,30,50,30.1390179116155,50.9877168774284,3.50455870277582,7.23026624512465,-0.139017911615483,-0.98771687742844
738,30,50,30.1248192629852,51.0112894521326,3.50289488047915,7.12791832965396,-0.124819262985199,-1.01128945213256
756,30,50,30.1086483756648,51.0123189774945,3.51136465223708,7.03229699143623,-0.108648375664835,-1.01231897749451
774,30,50,30.0905505085702,51.0000765409962,3.53202338028833,6.9417848505558,-0.0905505085701677,-1.00007654099623
792,30,50,30.073214507683,50.9767372761873,3.5443247347005,6.85809399180687,-0.0732145076829838,-0.976737276187251
810,30,50,30.05897481162,50.9443831531907,3.54261732054675,6.78119987845695,-0.0589748116200148,-0.944383153190699
828,30,50,30.0485141686511,50.9014370128437,3.53178098149589,6.71368328790778,-0.0485141686511348,-0.901437012843715
846,30,50,30.0426129728633,50.8467053541655,3.50742460105002,6.65716250822125,-0.04261297286331,-0.846705354165451
864,30,50,30.040211590239,50.7818421886343,3.48007475896216,6.61125601748205,-0.0402115902389504,-0.7818421886343
882,30,50,30.0396855610759,50.7084147511469,3.45606624610167,6.57612512497437,-0.0396855610759239,-0.70841475114689
900,30,50,30.0398241289771,50.630315165666,3.4362676520049,6.54995691766448,-0.0398241289770809,-0.630315165666033
918,30,50,30.0390796976343,50.5520031734997,3.42679460805213,6.53063585188019,-0.039079697634282,-0.552003173499671
936,30,50,30.0368761881673,50.4766548519391,3.42492788323704,6.51672594816674,-0.0368761881672839,-0.476654851939088
954,30,50,30.0332816525957,50.4073248632323,3.42784883007701,6.50628252997686,-0.0332816525956829,-0.407324863232255
972,30,50,30.0285195115627,50.3452423792659,3.43466837946222,6.49844426626693,-0.0285195115627062,-0.345242379265876
990,30,50,30.0233980137062,50.290260082081,3.44049188829313,6.49288369608087,-0.0233980137061813,-0.290260082081048
1008,30,50,30.0185291429642,50.241882298699,3.44457810198841,6.48924849634886,-0.0185291429642263,-0.241882298699011
1026,30,50,30.0142845983811,50.1987503325222,3.44688807694635,6.4878252159384,-0.0142845983811171,-0.198750332522181
1044,30,50,30.0109506594412,50.1597908888369,3.44672235415918,6.48862020739827,-0.010950659441189,-0.159790888836923
1062,30,50,30.0083785806509,50.1244026026541,3.44632768068439,6.49144486924368,-0.00837858065094821,-0.124402602654136
1080,30,50,30.0063413009025,50.0921314334046,3.44647592929885,6.49616207047617,-0.00634130090253393,-0.0921314334046102
1098,30,50,30.004608594989,50.0631352755889,3.44766692791748,6.50223904347141,-0.00460859498901556,-0.0631352755888557
1116,30,50,30.0028982183318,50.0376593954254,3.45089496282308,6.50919716899108,-0.00289821833180781,-0.0376593954254432
1134,30,50,30.0011363994271,50.0158415779339,3.45533903822927,6.5166363615826,-0.00113639942708943,-0.0158415779338981
1152,30,50,29.9993366799298,49.9978147482797,3.46054467502243,6.52412252194322,0.000663320070202644,0.00218525172026318
1170,30,50,29.9975720331785,49.9833501424725,3.46600964911385,6.5314872653898,0.00242796682153923,0.0166498575275398
1188,30,50,29.9960133972751,49.9720420643565,3.4707124496152,6.5386405919167,0.0039866027249218,0.0279579356435491
1206,30,50,29.9947677575892,49.9634151239905,3.47456198915875,6.54554688179474,0.00523224241084463,0.0365848760095133
1224,30,50,29.993902533177,49.956880621825,3.47742302819607,6.55228963646167,0.00609746682298606,0.0431193781749641
1242,30,50,29.9934393950095,49.9519835799264,3.47930299098569,6.55888168772137,0.00656060499052558,0.04801642007358
1260,30,50,29.9933081882061,49.9483834398353,3.48070908415279,6.56532237098782,0.00669181179385703,0.0516165601646676
1278,30,50,29.9934276960722,49.9458374608907,3.48180905508171,6.57159471398877,0.00657230392783603,0.0541625391093135
1296,30,50,29.9937050707716,49.9442605072409,3.48284177384603,6.57760574676121,0.00629492922843866,0.0557394927591162
1314,30,50,29.9940498725005,49.9435971868234,3.48400658578703,6.58328329477142,0.00595012749945312,0.0564028131765681
1332,30,50,29.9944189983503,49.9438050475565,3.48517201945346,6.58855733007577,0.00558100164973752,0.0561949524435406
1350,30,50,29.9947884110241,49.9448400167117,3.48630659163118,6.59336618762069,0.00521158897592855,0.0551599832883412
1368,30,50,29.9951582819452,49.9465911176317,3.48728930472708,6.59770398862287,0.00484171805482703,0.0534088823682879
1386,30,50,29.9955486869264,49.948925533729,3.48795991276533,6.60157772290883,0.00445131307358082,0.0510744662710039
1404,30,50,29.995969569171,49.951693011547,3.48833021411455,6.60501612199925,0.0040304308289727,0.0483069884529641
1422,30,50,29.9964278092591,49.9547329242405,3.48838215103402,6.60806690657974,0.00357219074090409,0.0452670757594689
1440,30,50,29.996918943074,49.9579211311732,3.48817058313163,6.610763127899,0.00308105692595007,0.0420788688267848
1458,30,50,29.9974233446458,49.9611602338305,3.48781730103326,6.61313762036769,0.00257665535421125,0.0388397661694668
1476,30,50,29.9979212391752,49.9643854309277,3.48737785583879,6.61521363390714,0.00207876082475522,0.0356145690723437
1494,30,50,29.9983907290566,49.9675678716062,3.48693208232846,6.61700032604624,0.00160927094344387,0.0324321283938005
1512,30,50,29.9988144290531,49.9706884395594,3.48652196198068,6.6185102481874,0.00118557094690175,0.0293115604405756
1530,30,50,29.9991856571326,49.9737367418929,3.48613316280758,6.61975327778371,0.000814342867379025,0.0262632581071358
1548,30,50,29.9995028547895,49.9767016910999,3.48576620635376,6.62074281769155,0.000497145210477612,0.0232983089000527
1566,30,50,29.9997714770234,49.9795614267996,3.48539150325449,6.62150155119878,0.0002285229765846,0.0204385732003942
1584,30,50,30.0000005280903,49.9822922127616,3.48498367608777,6.62205335872308,-5.28090268403503e-07,0.017707787238372
1602,30,50,30.0001973515684,49.9848671891823,3.48454465746936,6.62242646714904,-0.000197351568449022,0.0151328108177111
1620,30,50,30.0003686248084,49.9872610246653,3.4840704893753,6.62264987801966,-0.000368624808395168,0.0127389753347416
1638,30,50,30.0005176606675,49.9894577987211,3.48357816438884,6.6227481593776,-0.000517660667508579,0.0105422012789305
1656,30,50,30.000644718518,49.9914487551072,3.48309108041498,6.62274402312773,-0.000644718517989418,0.00855124489275738
1674,30,50,30.000749470061,49.9932345467106,3.48262205947813,6.62265537363808,-0.000749470061009561,0.00676545328944655
1692,30,50,30.0008306641257,49.9948238083432,3.48218853186067,6.6224959850515,-0.00083066412566879,0.00517619165678695
1710,30,50,30.0008880729432,49.9962280563451,3.48179564345576,6.62227833855927,-0.000888072943233453,0.00377194365489686
1728,30,50,30.0009231949119,49.9974611620719,3.48143988484311,6.62201259938212,-0.000923194911901959,0.00253883792812104
1746,30,50,30.0009384125111,49.9985361911654,3.4811186356894,6.62170871195811,-0.000938412511118258,0.0014638088346004
1764,30,50,30.0009374004647,49.9994639167948,3.48082234852672,6.62137692079223,-0.000937400464653848,0.000536083205169291
1782,30,50,30.0009240638027,50.0002541276747,3.48054456637637,6.6210266510881,-0.000924063802685282,-0.000254127674651272
1800,30,50,30.000901751995,50.0009151330141,3.4802828487037,6.62066728311837,-0.000901751994998534,-0.000915133014103731
1818,30,50,30.0008733168084,50.0014551676607,3.480034625545,6.62030709988074,-0.000873316808430502,-0.00145516766071552
1836,30,50,30.0008405240981,50.0018835412939,3.47980240136989,6.61995272045144,-0.000840524098144613,-0.0018835412939211
1854,30,50,30.0008043422729,50.0022102826401,3.47958895832728,6.61960952702368,-0.000804342272935799,-0.00221028264009249
1872,30,50,30.0007653436736,50.002446657574,3.47939589624048,6.61928111279398,-0.000765343673613472,-0.00244665757402629
1890,30,50,30.0007237528667,50.002604521017,3.47922540148139,6.61896977748751,-0.000723752866726102,-0.00260452101703379
1908,30,50,30.0006799372549,50.0026954198431,3.4790766955591,6.61867701790662,-0.000679937254876251,-0.00269541984310706
1926,30,50,30.0006344798873,50.0027303790968,3.47894783286788,6.6184035224632,-0.000634479887331452,-0.00273037909683183
1944,30,50,30.0005881038841,50.0027191559023,3.47883658110593,6.61814975234675,-0.000588103884147984,-0.00271915590232652
1962,30,50,30.0005417360615,50.0026701172537,3.47873947882942,6.61791599411009,-0.000541736061510534,-0.00267011725365762
1980,30,50,30.0004962560197,50.0025904599371,3.47865408040753,6.61770229961931,-0.00049625601968728,-0.00259045993708895
1998,30,50,30.0004523910278,50.0024862099211,3.47857857019794,6.61750865176,-0.000452391027788934,-0.00248620992107362
2016,30,50,30.0004106904436,50.0023626569637,3.47851150666579,6.6173347438034,-0.000410690443580108,-0.002362656963669
2034,30,50,30.0003714219515,50.0022245915128,3.47845259893776,6.61717996650968,-0.000371421951498974,-0.00222459151276411
2052,30,50,30.0003346643713,50.0020763605555,3.47840156111632,6.61704346752536,-0.00033466437133356,-0.00207636055554161
2070,30,50,30.0003003730005,50.0019220346609,3.4783581264571,6.61692407852765,-0.000300373000463594,-0.00192203466091456
2088,30,50,30.0002684223772,50.0017652942658,3.47832207950171,6.61682046811941,-0.000268422377224908,-0.00176529426580885
2106,30,50,30.0002387146969,50.0016093412216,3.47829263241275,6.61673122338528,-0.000238714696877196,-0.00160934122155965
2124,30,50,30.000211187168,50.0014568788798,3.47826889382659,6.61665489282387,-0.000211187167998617,-0.0014568788798428
2142,30,50,30.0001858152955,50.001310007812,3.4782498649327,6.61659011194596,-0.000185815295523639,-0.00131000781204449
2160,30,50,30.0001626160527,50.0011702749533,3.47823441486232,6.6165356014936,-0.000162616052669762,-0.0011702749532958
2178,30,50,30.0001415948161,50.0010387474608,3.47822170499187,6.61649017611534,-0.000141594816085444,-0.00103874746083221
2196,30,50,30.0001227310508,50.000916074827,3.47821104455274,6.61645276037053,-0.000122731050840486,-0.000916074826967872
2214,30,50,30.0001059645364,50.0008026269677,3.47820194035709,6.61642233713818,-0.000105964536409431,-0.000802626967704612
2232,30,50,30.0000911801031,50.0006985693734,3.47819416673099,6.61639794813248,-9.11801030767379e-05,-0.000698569373369651
2250,30,50,30.0000782300853,50.0006039192958,3.47818753191258,6.61637868752427,-7.8230085328812e-05,-0.000603919295770083
2268,30,50,30.0000669456464,50.0005186003475,3.47818191207659,6.61636368697095,-6.69456463775475e-05,-0.000518600347533038
2286,30,50,30.000057152476,50.000442436413,3.47817719038969,6.61635214186027,-5.71524759536146e-05,-0.000442436412967595
2304,30,50,30.0000486925703,50.0003751568206,3.47817316270058,6.61634331581232,-4.86925703100383e-05,-0.000375156820638267
2322,30,50,30.0000414254397,50.0003163990733,3.47816962954231,6.61633654908893,-4.14254397043123e-05,-0.000316399073319928
2340,30,50,30.000035231386,50.0002657010485,3.47816636877128,6.61633127433462,-3.52313860396691e-05,-0.000265701048512312
2358,30,50,30.0000300091469,50.000222523178,3.47816316232579,6.61632700752001,-3.0009146911425e-05,-0.000222523178010192
2376,30,50,30.0000256650365,50.0001862680992,3.47815986408458,6.61632334537828,-2.5665036538669e-05,-0.000186268099248821
2394,30,50,30.0000221099772,50.0001563036787,3.47815636660312,6.61631995771826,-2.21099772339528e-05,-0.000156303678679137
2412,30,50,30.0000192545769,50.0001319957018,3.47815262394345,6.61631657073291,-1.92545769408525e-05,-0.000131995701835308
2430,30,50,30.0000170068713,50.0001127250717,3.47814864542576,6.61631296123347,-1.70068713316596e-05,-0.000112725071716113
2448,30,50,30.0000152764277,50.0000979029016,3.478144452551,6.61630894733217,-1.52764276784012e-05,-9.79029015795163e-05
2466,30,50,30.0000139760302,50.0000869797288,3.47814008527525,6.61630438170849,-1.39760302246827e-05,-8.69797288061136e-05
2484,30,50,30.0000130255465,50.0000794428774,3.47813557809695,6.61629915181675,-1.30255464618756e-05,-7.94428773644995e-05
2502,30,50,30.0000123554403,50.0000748159665,3.47813094825159,6.61629317603227,-1.23554402762238e-05,-7.48159664851755e-05
2520,30,50,30.0000119065982,50.0000726553169,3.47812621027944,6.61628640272952,-1.19065981820654e-05,-7.26553169485555e-05
2538,30,50,30.0000116306612,50.0000725460486,3.47812136828058,6.61627880925847,-1.16306611772643e-05,-7.25460485853091e-05
2556,30,50,30.0000114883297,50.000074103485,3.47811642679556,6.6162703971298,-1.14883296760127e-05,-7.41034849909283e-05
2574,30,50,30.000011446674,50.0000769735065,3.47811140026639,6.61626118906698,-1.14466739589147e-05,-7.69735064949373e-05
2592,30,50,30.0000114778085,50.0000808347986,3.47810630771084,6.61625122432001,-1.14778084565614e-05,-8.08347986094304e-05
2610,30,50,30.0000115570696,50.0000854019773,3.47810117869312,6.61624055350346,-1.15570696443967e-05,-8.54019772589254e-05
2628,30,50,30.0000116622933,50.0000904257728,3.47809604875256,6.61622923559875,-1.16622933319377e-05,-9.04257727825097e-05
2646,30,50,30.0000117740948,50.0000956930892,3.47809095255316,6.61621733437428,-1.1774094769379e-05,-9.56930891717889e-05
2664,30,50,30.0000118758389,50.0001010251521,3.47808592438864,6.61620491625101,-1.18758389362483e-05,-0.000101025152133616
2682,30,50,30.0000119542251,50.0001062738112,3.47808099223575,6.61619204935112,-1.195422509781e-05,-0.000106273811226743
2700,30,50,30.0000119995564,50.0001113183128,3.47807617714933,6.61617880213375,-1.19995563920838e-05,-0.000111318312818298
2718,30,50,30.0000120054523,50.0001160614004,3.47807149544729,6.6161652429767,-1.20054523478075e-05,-0.000116061400362355
2736,30,50,30.0000119686257,50.0001204259867,3.47806695772722,6.61615143955032,-1.19686256851992e-05,-0.000120425986686712
2754,30,50,30.0000118881706,50.0001243529264,3.47806257220827,6.6161374577978,-1.18881706256957e-05,-0.000124352926420102
2772,30,50,30.0000117648183,50.0001277988598,3.47805834619685,6.61612336132767,-1.17648182502705e-05,-0.000127798859793415
2790,30,50,30.000011600416,50.0001307348359,3.47805428589358,6.61610921043255,-1.16004159806948e-05,-0.000130734835948942
2808,30,50,30.000011397364,50.0001331451142,3.4780503978703,6.61609506128136,-1.13973640267773e-05,-0.000133145114190825
2826,30,50,30.0000111583792,50.0001350256653,3.47804668793752,6.61608096550248,-1.11583791913006e-05,-0.000135025665265687
2844,30,50,30.0000108864261,50.0001363828128,3.47804316039336,6.61606696973931,-1.08864260681685e-05,-0.000136382812804925
2862,30,50,30.00001058466,50.0001372315433,3.47803981803803,6.61605311562849,-1.05846600391146e-05,-0.000137231543291705
2880,30,50,30.0000102565152,50.0001375937034,3.47803666110846,6.61603943995807,-1.02565151891554e-05,-0.000137593703442462
2898,30,50,30.0000099057044,50.0001374963934,3.47803368760221,6.6160259748273,-9.90570435277505e-06,-0.000137496393435299
2916,30,50,30.0000095361532,50.0001369703679,3.47803089369336,6.61601274800345,-9.53615316134915e-06,-0.00013697036790461
2934,30,50,30.0000091519314,50.0001360487621,3.47802827386831,6.615999783187,-9.151931443796e-06,-0.000136048762058749
2952,30,50,30.0000087570881,50.0001347661251,3.47802582184998,6.61598710023808,-8.75708808578679e-06,-0.000134766125121644
2970,30,50,30.0000083555086,50.0001331576184,3.47802353092706,6.61597471544016,-8.35550856947975e-06,-0.000133157618449786
2988,30,50,30.0000079508069,50.0001312584899,3.47802139417804,6.6159626416662,-7.95080691773364e-06,-0.000131258489915353
3006,30,50,30.0000075462287,50.0001291036395,3.47801940482112,6.61595088858837,-7.5462287298933e-06,-0.000129103639473271
3024,30,50,30.0000071446337,50.0001267272249,3.47801755602106,6.61593946292009,-7.14463374862362e-06,-0.000126727224909473
3042,30,50,30.0000067485069,50.0001241623442,3.47801584087016,6.61592836864682,-6.74850691240181e-06,-0.000124162344235401
3060,30,50,30.0000063599865,50.0001214406916,3.47801425236944,6.615917607326,-6.35998650722058e-06,-0.000121440691614794
3078,30,50,30.0000059809187,50.0001185922519,3.47801278327208,6.61590717838518,-5.98091866876871e-06,-0.000118592251922678
3096,30,50,30.0000056128899,50.0001156450579,3.47801142621239,6.6158970794106,-5.61288986133945e-06,-0.000115645057945812
3114,30,50,30.0000052572508,50.0001126249862,3.47801017378071,6.61588730644397,-5.25725080535722e-06,-0.000112624986222443
3132,30,50,30.0000049151319,50.0001095556527,3.47800901861385,6.61587785423087,-4.91513194589288e-06,-0.000109555652670679
3150,30,50,30.0000045874389,50.0001064583817,3.47800795359753,6.615868716445,-4.58743891584845e-06,-0.000106458381701202
3168,30,50,30.0000042748533,50.0001033522314,3.47800697192844,6.61585988588864,-4.27485334597577e-06,-0.000103352231420217
3186,30,50,30.0000039778358,50.0001002540824,3.47800606718561,6.61585135465396,-3.97783577454902e-06,-0.000100254082369133
3204,30,50,30.0000036966327,50.0000971787437,3.47800523337793,6.61584311427631,-3.69663270305409e-06,-9.7178743729387e-05
3222,30,50,30.0000034312982,50.0000941390718,3.47800446489238,6.61583515587146,-3.43129823932031e-06,-9.41390717699164e-05
