Tempo,Referencia_Temperatura,Referencia_Umidade,Saida_Temperatura,Saida_Umidade,Erro_Temperatura,Erro_Umidade
3546,30,50,27.7553192744129,47.0186618064917,2.24468072558707,2.98133819350831
3564,30,50,27.7553196415062,47.0187020894865,2.24468035849384,2.98129791051349
3582,30,50,27.7553199919632,47.0187410998921,2.24468000803677,2.98125890010793
3600,30,50,27.7553203266074,47.0187788777847,2.24467967339262,2.98122112221532
3618,36,50,27.7553206462182,47.0188154619861,8.24467935378178,2.98118453801391
3636,36,50,27.7553209515342,47.0188508901023,8.24467904846578,2.98114910989769
3654,36,50,27.7553212432549,47.0188851985612,8.24467875674512,2.98111480143877
3672,36,50,27.755321522043,47.0189184226492,8.244678477957,2.98108157735083
3690,36,50,28.3039284084845,47.0189505965463,7.6960715915155,2.98104940345374
3708,36,50,28.8664764327847,47.0189817533608,7.1335235672153,2.98101824663923
3726,36,50,29.4107714141223,46.221345185705,6.58922858587766,3.77865481429496
3744,36,50,29.9374056105944,45.4231341005103,6.0625943894056,4.57686589948965
3762,36,50,30.3967905259988,44.8229661495287,5.60320947400124,5.17703385047131
3780,36,50,30.7841007279363,44.3989866559052,5.21589927206367,5.6010133440948
3798,36,50,31.0896827726217,44.1665628480311,4.91031722737829,5.83343715196892
3816,36,50,31.3191388845097,44.0810481354452,4.68086111549032,5.91895186455476
3834,36,50,31.4856900325884,44.0919412777139,4.51430996741163,5.9080587222861
3852,36,50,31.6023448640033,44.1628443606025,4.3976551359967,5.83715563939752
3870,36,50,31.6825583183428,44.2644929205297,4.3174416816572,5.73550707947027
3888,36,50,31.7378038225965,44.3763575850387,4.26219617740347,5.62364241496134
3906,36,50,31.7768506598502,44.4838925615078,4.22314934014979,5.5161074384922
3924,36,50,31.8061377598479,44.5780744796371,4.19386224015215,5.4219255203629
3942,36,50,31.8299911632419,44.6547905246625,4.17000883675808,5.3452094753375
3960,36,50,31.8510636474781,44.7133562029956,4.14893635252191,5.28664379700439
3978,36,50,31.8707830616297,44.7553523163079,4.12921693837031,5.24464768369214
3996,36,50,31.8897406628782,44.783567579554,4.11025933712185,5.21643242044602
4014,36,50,31.9080248892842,44.8011561100341,4.09197511071583,5.19884388996589
4032,36,50,31.9254698725845,44.8111162796938,4.07453012741549,5.18888372030617
4050,36,50,31.9418265564546,44.8160025130819,4.05817344354544,5.18399748691809
4068,36,50,31.9568678907441,44.8178114255845,4.0431321092559,5.18218857441553
4086,36,50,31.9704411692989,44.8179839101862,4.02955883070108,5.18201608981382
4104,36,50,31.9824842315891,44.817472284898,4.01751576841091,5.18252771510203
4122,36,50,31.9930191743358,44.8168384844093,4.00698082566421,5.18316151559065
4140,36,50,32.0021342976273,44.8163584957287,3.99786570237275,5.18364150427135
4158,36,50,32.0099621004666,44.8161177238303,3.99003789953339,5.18388227616965
4176,36,50,32.0166582194016,44.8160894071639,3.98334178059835,5.18391059283611
4194,36,50,32.0223839994383,44.8161932863254,3.9776160005617,5.18380671367456
4212,36,50,32.0272937536128,44.8163354062719,3.97270624638717,5.18366459372814
4230,36,50,32.0315266752177,44.816431971537,3.96847332478229,5.18356802846305
4248,36,50,32.0352027472387,44.8164209807936,3.96479725276134,5.18357901920644
4266,36,50,32.0384217154472,44.816265377159,3.96157828455283,5.18373462284097
4284,36,50,32.0412641541227,44.8159509660807,3.95873584587729,5.18404903391933
4302,36,50,32.0437937614672,44.8154816533225,3.95620623853283,5.1845183466775
4320,36,50,32.0460601995005,44.8148738228987,3.95393980049948,5.18512617710131
4338,36,50,32.048101988945,44.8141510150997,3.95189801105501,5.1858489849003
4356,36,50,32.0499491499536,44.8133395327559,3.95005085004638,5.18666046724407
4374,36,50,32.0516254271993,44.8124652137558,3.94837457280073,5.18753478624425
4392,36,50,32.0531500470794,44.8115513503387,3.94684995292058,5.18844864966132
4410,36,50,32.0545390271725,44.8106175887525,3.94546097282746,5.18938241124748
4428,36,50,32.0558060993275,44.8096795793267,3.94419390067247,5.1903204206733
4446,36,50,32.0569633252654,44.8087491403465,3.9430366747346,5.19125085965352
4464,36,50,32.0580214847215,44.807834726471,3.94197851527846,5.19216527352904
4482,36,50,32.0589903074246,44.806942036072,3.94100969257536,5.19305796392797
4500,36,50,32.0598786066739,44.8060746393186,3.94012139332613,5.19392536068142
4518,36,50,32.0606943575526,44.8052345523184,3.93930564244738,5.19476544768157
4536,36,50,32.0614447491921,44.8044227181338,3.93855525080789,5.19557728186625
4554,36,50,32.0621362291851,44.8036393816839,3.9378637708149,5.19636061831606
4572,36,50,32.0627745496753,44.8028843628778,3.93722545032473,5.19711563712218
4590,36,50,32.0633648187191,44.8021572421737,3.93663518128091,5.19784275782629
4608,36,50,32.0639115568526,44.8014574769414,3.93608844314738,5.19854252305859
4626,36,50,32.0644187568839,44.800784467275,3.93558124311613,5.199215532725
4644,36,50,32.0648899442594,44.8001375878314,3.93511005574057,5.19986241216856
4662,36,50,32.0653282354624,44.7995161990617,3.93467176453755,5.20048380093834
4680,36,50,32.065736392428,44.7989196477182,3.93426360757202,5.20108035228179
4698,36,50,32.0661168716461,44.7983472633107,3.9338831283539,5.20165273668934
4716,36,50,32.0664718672937,44.7977983545211,3.93352813270626,5.20220164547894
4734,36,50,32.0668033482975,44.7972722075879,3.93319665170254,5.20272779241209
4752,36,50,32.0671130896416,44.7967680872918,3.93288691035841,5.2032319127082
4770,36,50,32.0674026984971,44.7962852403375,3.93259730150291,5.20371475966247
4788,36,50,32.0676736358767,44.7958229005029,3.93232636412333,5.2041770994971
4806,36,50,32.0679272345508,44.7953802947905,3.93207276544919,5.20461970520947
4824,36,50,32.0681647139181,44.7949566498676,3.93183528608189,5.20504335013241
4842,36,50,32.0683871924422,44.7945511982219,3.93161280755783,5.20544880177806
4860,36,50,32.0685956981667,44.7941631836414,3.9314043018333,5.2058368163586
4878,36,50,32.0687911777194,44.7937918657942,3.93120882228065,5.20620813420578
4896,36,50,32.0689745041209,44.7934365238319,3.9310254958791,5.20656347616808
4914,36,50,32.0691464836381,44.7930964590416,3.93085351636186,5.20690354095842
4932,36,50,32.0693078618554,44.7927709966428,3.93069213814464,5.20722900335723
4950,36,50,32.0694593290921,44.7924594868607,3.93054067090792,5.20754051313931
4968,36,50,32.0696015252603,44.7921613054178,3.93039847473971,5.20783869458216
4986,36,50,32.0697350442316,44.7918758535808,3.93026495576838,5.20812414641922
5004,36,50,32.0698604377688,44.7916025578821,3.93013956223122,5.20839744211788
5022,36,50,32.0699782190667,44.7913408696166,3.93002178093333,5.20865913038335
5040,36,50,32.0700888659421,44.791090264189,3.92991113405793,5.20890973581102
5058,36,50,32.070192823707,44.7908502403699,3.92980717629298,5.20914975963005
5076,36,50,32.0702905077582,44.7906203195021,3.92970949224176,5.20937968049792
5094,36,50,32.0703823059126,44.7904000446811,3.92961769408744,5.20959995531891
5112,36,50,32.070468580516,44.790188979931,3.929531419484,5.209811020069
5130,36,50,32.070549670352,44.7899867093829,3.92945032964799,5.21001329061707
5148,36,50,32.0706258923718,44.7897928364641,3.92937410762824,5.21020716353593
5166,36,50,32.0706975432671,44.7896069831,3.92930245673293,5.21039301690004
5184,36,50,32.0707649009043,44.7894287889325,3.92923509909573,5.21057121106751
5202,36,50,32.0708282256347,44.7892579105549,3.92917177436529,5.21074208944513
5220,36,50,32.0708877614959,44.7890940207649,3.92911223850406,5.21090597923511
5238,36,50,32.0709437373154,44.7889368078376,3.92905626268463,5.21106319216238
5256,36,50,32.0709963677268,44.7887859748188,3.92900363227321,5.21121402518121
5274,36,50,32.0710458541084,44.78864123884,3.92895414589157,5.21135876116
5292,36,50,32.0710923854505,44.7885023304566,3.92890761454947,5.21149766954336
5310,36,50,32.0711361391588,44.7883689930096,3.92886386084123,5.21163100699039
5328,36,50,32.0711772817995,44.7882409820112,3.92882271820051,5.21175901798881
5346,36,50,32.071215969792,44.7881180645557,3.92878403020805,5.2118819354443
5364,36,50,32.0712523500518,44.788000018755,3.92874764994825,5.21199998124502
5382,36,50,32.0712865605899,44.7878866331984,3.92871343941009,5.2121133668016
5400,36,50,32.0713187310708,44.7877777064375,3.92868126892915,5.21222229356255
5418,36,50,32.0713489833327,44.7876730464941,3.92865101666732,5.21232695350585
5436,36,50,32.0713774318728,44.7875724703927,3.92862256812725,5.21242752960735
5454,36,50,32.071404184301,44.7874758037136,3.92859581569904,5.21252419628645
5472,36,50,32.0714293417634,44.7873828801698,3.92857065823658,5.21261711983017
5490,36,50,32.0714529993386,44.7872935412038,3.9285470006614,5.21270645879621
5508,36,50,32.0714752464079,44.787207635604,3.92852475359213,5.21279236439601
5526,36,50,32.0714961670025,44.7871250191414,3.92850383299751,5.21287498085857
5544,36,50,32.0715158401284,44.787045554224,3.9284841598716,5.21295444577596
5562,36,50,32.0715343400707,44.7869691095686,3.92846565992929,5.21303089043141
5580,36,50,32.071551736679,44.7868955598895,3.92844826332101,5.21310444011054
5598,36,50,32.0715680956349,44.786824785603,3.92843190436514,5.21317521439695
5616,36,50,32.0715834787029,44.7867566725474,3.92841652129707,5.21324332745259
5634,36,50,32.0715979439663,44.7866911117163,3.92840205603368,5.21330888828373
5652,36,50,32.0716115460476,44.7866279990065,3.92838845395241,5.21337200099347
5670,36,50,32.0716243363163,44.7865672349789,3.92837566368369,5.21343276502105
5688,36,50,32.0716363630838,44.7865087246309,3.9283636369162,5.21349127536912
5706,36,50,32.0716476717861,44.7864523771809,3.92835232821388,5.21354762281911
5724,36,50,32.0716583051559,44.7863981058643,3.92834169484409,5.21360189413566
5742,36,50,32.0716683033838,44.7863458277395,3.9283316966162,5.21365417226052
5760,36,50,32.0716777042702,44.7862954635035,3.92832229572981,5.21370453649649
5778,36,50,32.0716865433677,44.7862469373181,3.9283134566323,5.21375306268191
5796,36,50,32.0716948541152,44.7862001766437,3.92830514588482,5.21379982335627
5814,36,50,32.0717026679636,44.7861551120827,3.92829733203637,5.21384488791726
5832,36,50,32.0717100144946,44.7861116772301,3.92828998550544,5.21388832276988
5850,36,50,32.0717169215312,44.7860698085321,3.92828307846879,5.21393019146792
5868,36,50,32.0717234152432,44.7860294451518,3.92827658475681,5.21397055484822
5886,36,50,32.0717295202449,44.7859905288418,3.92827047975515,5.21400947115818
5904,36,50,32.0717352596877,44.7859530038233,3.9282647403123,5.2140469961767
5922,36,50,32.0717406553474,44.7859168166708,3.9282593446526,5.21408318332917
5940,36,50,32.0717457277055,44.7858819162035,3.9282542722945,5.21411808379655
5958,36,50,32.0717504960264,44.785848253381,3.92824950397363,5.21415174661898
5976,36,50,32.0717549784294,44.7858157812057,3.92824502157056,5.21418421879427
5994,36,50,32.0717591919573,44.7857844546286,3.92824080804271,5.21421554537137
6012,36,50,32.0717631526396,44.7857542304607,3.92823684736044,5.21424576953935
6030,36,50,32.0717668755531,44.7857250672883,3.92823312444692,5.21427493271169
6048,36,50,32.0717703748785,44.7856969253932,3.92822962512146,5.21430307460675
6066,36,50,32.0717736639536,44.785669766676,3.92822633604642,5.21433023332399
6084,36,50,32.0717767553229,44.7856435545835,3.92822324467708,5.21435644541655
6102,36,50,32.0717796607854,44.7856182540397,3.92822033921456,5.2143817459603
6120,36,50,32.0717823914384,44.7855938313805,3.9282176085616,5.21440616861949
6138,36,50,32.0717849577192,44.7855702542908,3.92821504228082,5.21442974570923
