Tempo,Referencia_Temperatura,Referencia_Umidade,Saida_Temperatura,Saida_Umidade,Erro_Temperatura,Erro_Umidade
18,30,50,22,50,8,0
36,30,50,22,50,8,0
54,30,50,22,50,8,0
72,30,50,22,50,8,0
90,30,50,22,50,8,0
108,30,50,22,50,8,0
126,30,50,22,50,8,0
144,30,50,22.7444,48.90492,7.2556,1.09508
162,30,50,23.46483032,47.872204806,6.53516968,2.127795194
180,30,50,24.162062783696,47.1012848656591,5.837937216304,2.8987151343409
198,30,50,24.832950257581,46.5513102032177,5.16704974241901,3.44868979678233
216,30,50,25.3944070466025,46.1489792228311,4.60559295339753,3.85102077716888
234,30,50,25.8510497848581,45.8373354644821,4.14895021514186,4.16266453551786
252,30,50,26.2143494387155,45.6762030316993,3.78565056128445,4.32379696830066
270,30,50,26.4944912138794,45.6410180021886,3.50550878612055,4.35898199781138
288,30,50,26.7070164768328,45.6932233845938,3.29298352316721,4.30677661540623
306,30,50,26.866101609646,45.8026152234713,3.133898390354,4.19738477652871
324,30,50,26.9852931630667,45.9385737326213,3.01470683693334,4.06142626737873
342,30,50,27.0760796042137,46.0786406298188,2.9239203957863,3.92135937018118
360,30,50,27.1473089652904,46.2091978560765,2.85269103470965,3.79080214392351
378,30,50,27.2055408802482,46.3228992328171,2.79445911975176,3.67710076718288
396,30,50,27.2552296026766,46.4170698992314,2.74477039732344,3.58293010076865
414,30,50,27.2991703510661,46.4919964960437,2.70082964893392,3.5080035039563
432,30,50,27.3389848298775,46.5497523615916,2.66101517012252,3.45024763840837
450,30,50,27.3755062396745,46.5932932165068,2.62449376032554,3.40670678349317
468,30,50,27.4090955625382,46.6257732962563,2.59090443746183,3.37422670374369
486,30,50,27.439870549505,46.650127508552,2.56012945049505,3.34987249144795
504,30,50,27.4678569778168,46.6688351123081,2.53214302218318,3.33116488769191
522,30,50,27.4930796977159,46.6838286568652,2.50692030228413,3.31617134313481
540,30,50,27.5156073902088,46.6965082701707,2.48439260979116,3.30349172982934
558,30,50,27.5355662528,46.7078134885336,2.4644337472,3.29218651146637
576,30,50,27.5531347992019,46.718320122832,2.44686520079811,3.28167987716802
594,30,50,27.5685290678872,46.7283395920059,2.43147093211281,3.2716604079941
612,30,50,27.5819849577235,46.7380071928605,2.41801504227648,3.26199280713946
630,30,50,27.5937417753088,46.7473532098454,2.4062582246912,3.25264679015457
648,30,50,27.6040291253037,46.756355388415,2.39597087469635,3.24364461158498
666,30,50,27.6130578816263,46.7649742533362,2.38694211837368,3.23502574666384
684,30,50,27.6210150676322,46.7731742550904,2.37898493236776,3.22682574490958
702,30,50,27.6280619902653,46.7809342153514,2.37193800973471,3.21906578464861
720,30,50,27.6343347835236,46.7882504230288,2.36566521647638,3.21174957697119
738,30,50,27.6399465212276,46.795135237663,2.36005347877241,3.20486476233704
756,30,50,27.644990175823,46.8016134084575,2.355009824177,3.19838659154254
774,30,50,27.6495418648302,46.8077176627285,2.35045813516976,3.19228233727152
792,30,50,27.6536639981904,46.8134845404163,2.34633600180958,3.18651545958367
810,30,50,27.6574080927204,46.8189509939925,2.34259190727964,3.18104900600746
828,30,50,27.6608171418257,46.8241519436821,2.33918285817426,3.17584805631785
846,30,50,27.6639275165275,46.8291187644809,2.33607248347251,3.17088123551906
864,30,50,27.6667704303168,46.8338785623589,2.33322956968317,3.16612143764112
882,30,50,27.6693730309806,46.8384540476059,2.33062696901939,3.16154595239414
900,30,50,27.6717591939542,46.842863810366,2.32824080604583,3.157136189634
918,30,50,27.6739500903035,46.8471228277032,2.32604990969645,3.15287717229675
936,30,50,27.6759645934818,46.851243068372,2.32403540651816,3.14875693162804
954,30,50,27.6778195766521,46.8552341007384,2.32218042334789,3.1447658992616
972,30,50,27.6795301394689,46.859103644854,2.32046986053113,3.14089635514604
990,30,50,27.6811097915062,46.862858038433,2.31889020849382,3.13714196156698
1008,30,50,27.682570609896,46.8665026075288,2.31742939010402,3.1334973924712
1026,30,50,27.6839233814563,46.8700419465019,2.31607661854368,3.1299580534981
1044,30,50,27.6851777345146,46.8734801196473,2.31482226548538,3.12651988035268
1062,30,50,27.6863422624184,46.8768208000699,2.31365773758159,3.12317919993007
1080,30,50,27.6874246389462,46.8800673615258,2.31257536105377,3.11993263847417
1098,30,50,27.688431725061,46.8832229372219,2.31156827493895,3.1167770627781
