Tempo,Referencia_Temperatura,Referencia_Umidade,Saida_Temperatura,Saida_Umidade,Erro_Temperatura,Erro_Umidade
5166,36,50,31.8884101185114,44.9054960485774,4.11158988148862,5.09450395142257
5184,36,50,31.8885057098858,44.905493070658,4.11149429011416,5.09450692934197
5202,36,50,31.8885957046743,44.9054923667256,4.11140429532574,5.09450763327438
5220,36,50,31.8886804381433,44.9054937457972,4.11131956185669,5.09450625420276
5238,36,50,31.8887602243853,44.9054970288386,4.11123977561473,5.09450297116141
5256,36,50,31.8888353578058,44.9055020481819,4.11116464219418,5.09449795181806
5274,36,50,31.8889061144877,44.9055086469548,4.1110938855123,5.09449135304516
5292,36,50,31.8889727534427,44.9055166785224,4.11102724655733,5.09448332147755
5310,36,50,31.8890355177632,44.9055260059458,4.11096448223677,5.09447399405425
5328,36,50,31.8890946356837,44.9055365014571,4.11090536431628,5.09446349854291
5346,36,50,31.8891503215597,44.9055480459542,4.11084967844026,5.09445195404577
5364,36,50,31.8892027767733,44.9055605285139,4.11079722322672,5.09443947148611
5382,36,50,31.8892521905706,44.905573845925,4.11074780942937,5.09442615407495
5400,36,50,31.8892987408389,44.9055879022424,4.11070125916105,5.09441209775759
5418,36,50,31.889342594827,44.90560260836,4.11065740517303,5.09439739164001
5436,36,50,31.8893839098147,44.9056178816046,4.11061609018531,5.09438211839539
5454,36,50,31.8894228337362,44.9056336453491,4.11057716626381,5.09436635465089
5472,36,50,31.8894595057597,44.9056498286447,4.11054049424033,5.09435017135525
5490,36,50,31.889494056828,44.9056663658724,4.11050594317199,5.0943336341276
5508,36,50,31.889526610163,44.9056831964119,4.11047338983695,5.09431680358812
5526,36,50,31.8895572817364,44.9057002643289,4.11044271826361,5.09429973567114
5544,36,50,31.8895861807094,44.9057175180787,4.11041381929059,5.09428248192133
5562,36,50,31.8896134098445,44.9057349102264,4.11038659015547,5.09426508977358
5580,36,50,31.8896390658902,44.9057523971826,4.11036093410983,5.09424760281738
5598,36,50,31.8896632399411,44.9057699389537,4.11033676005891,5.09423006104628
5616,36,50,31.889686017776,44.9057874989069,4.11031398222404,5.09421250109313
