Tempo,Referencia_Temperatura,Saida_Temperatura,Sinal_Controle_Temperatura,Erro_Temperatura
0,30,22,0,8
18,30,22,0,8
36,30,22,0,8
54,30,22,0,8
72,30,22,0,8
90,30,21.2916,2.74992145193047,8.7084
108,30,20.60601048,5.81565422985975,9.39398952
126,30,19.942496942544,8.89876901672066,10.057503057456
144,30,19.3003485409941,11.9413799446082,10.6996514590059
162,30,18.9207604088859,14.6304670189523,11.0792395911141
180,30,18.8370539699685,17.1763394297227,11.1629460300315
198,30,19.0428382348763,19.0969744595684,10.9571617651237
216,30,19.5253173579361,20.4038828372911,10.4746826420639
234,30,20.2442796419157,21.2022398135328,9.75572035808431
252,30,21.1777137308109,21.1870699297467,8.82228626918913
270,30,22.2629887898397,20.6201392989276,7.73701121016032
288,30,23.4380496851742,19.7631386722417,6.56195031482582
306,30,24.6521492629517,18.6394130401979,5.34785073704828
324,30,25.8298841283561,17.2669632082214,4.17011587164392
342,30,26.9197514980991,15.6564839267261,3.0802485019009
360,30,27.8962576865022,13.9212582058602,2.10374231349777
378,30,28.7381153358544,12.5030094841181,1.26188466414562
396,30,29.4264247182096,11.1165423545881,0.573575281790365
414,30,29.943927011208,9.85496232583222,0.0560729887920424
432,30,30.2839379364216,8.93173646352934,-0.283937936421562
450,30,30.4794190533596,8.33966749821576,-0.479419053359649
468,30,30.5394331436252,8.13128857664819,-0.5394331436252
486,30,30.4794890831655,8.1621063397481,-0.479489083165525
504,30,30.3338468322581,8.49781863262239,-0.333846832258121
522,30,30.1361166560018,9.04305620520907,-0.136116656001832
540,30,29.9234107504465,9.67886850335278,0.0765892495535354
558,30,29.7192040567815,10.2971318382088,0.280795943218529
576,30,29.5512589343479,10.8271340571843,0.448741065652108
594,30,29.4383895173121,11.2102743244102,0.561610482687872
612,30,29.3878558044941,11.4438532588517,0.612144195505898
630,30,29.3965680047603,11.6315589389876,0.603431995239696
648,30,29.4547656277334,11.628953889586,0.545234372266563
666,30,29.5474880164466,11.4866093564815,0.452511983553393
684,30,29.6597205312769,11.2467549453813,0.340279468723129
702,30,29.7860386675307,10.919961679195,0.213961332469335
720,30,29.9090156415636,10.5559787239442,0.0909843584363941
738,30,30.0154988721994,10.2045939767537,-0.0154988721993625
