Tempo,Referencia_Umidade,Saida_Umidade,Sinal_Controle_Umidade,Erro_Umidade
18,50,50,0,0
36,50,50,0,0
36,50,45.24,3.27951493728061,4.76
54,50,41.0136640917102,11.2795149372806,8.98633590828975
72,50,37.9990167036674,19.2795149372806,12.0009832963326
90,50,36.9629637469663,27.2795149372806,13.0370362530337
108,50,37.7171430317431,32.5203549625656,12.2828569682569
126,50,40.0233870712299,33.3514355907911,9.97661292877013
144,50,43.1099927083062,30.1296939996777,6.89000729169377
162,50,45.9789887020864,26.4983177469887,4.02101129791357
180,50,47.8835624868761,25.0847003630944,2.11643751312386
198,50,48.8934123189517,24.1660253228513,1.10658768104831
216,50,49.5203658857258,23.2535437262539,0.47963411427417
234,50,49.8935316847252,22.4145575167869,0.106468315274817
252,50,50.0400321778133,21.9824914242293,-0.0400321778133232
270,50,50.0051720788378,22.064565473007,-0.00517207883779491
288,50,49.8948924264832,22.5823070485482,0.105107573516783
306,50,49.8231615924289,23.1848154149824,0.176838407571104
324,50,49.8698170146411,23.2271575854955,0.130182985358857
342,50,50.0256791546314,22.7796286685659,-0.0256791546314332
360,50,50.1636301356529,22.2805584334387,-0.163630135652916
378,50,50.1925528544347,22.0516702872711,-0.192552854434652
396,50,50.1198266994547,22.1758474600927,-0.11982669945467
414,50,50.0142934295028,22.420716632813,-0.0142934295028354
432,50,49.9480271786411,22.7108680246411,0.0519728213589374
450,50,49.9409587399121,22.8345058292775,0.0590412600878807
468,50,49.9918278197867,22.7033778107528,0.00817218021333588
486,50,50.0577428760889,22.4770594273127,-0.0577428760889234
504,50,50.0873188760555,22.3250118209933,-0.087318876055491
522,50,50.0680475662251,22.3432023698169,-0.0680475662251467
540,50,50.0226397654432,22.4408380221387,-0.0226397654431736
558,50,49.9873515561353,22.555985927638,0.0126484438647267
576,50,49.9764977688524,22.6455795847242,0.0235022311475674
594,50,49.9903979299382,22.6171589864308,0.00960207006179559
612,50,50.0190221245099,22.5205057674979,-0.0190221245099238
630,50,50.0372366494126,22.4418440384722,-0.03723664941257
648,50,50.0337215194783,22.4386552599358,-0.0337215194783482
666,50,50.0157608682459,22.475309167931,-0.0157608682458914
684,50,49.9998139417436,22.5158956280218,0.000186058256417709
702,50,49.9932321756438,22.5539047980663,0.00676782435616019
720,50,49.9957957281923,22.5508428264228,0.00420427180765159
738,50,50.0051439730157,22.5224817216522,-0.00514397301571279
756,50,50.0123337173096,22.4933491427634,-0.0123337173096161
774,50,50.0128231026534,22.4877505823932,-0.0128231026533854
792,50,50.007683574861,22.4965370261657,-0.00768357486101934
810,50,50.0022026663759,22.5069269331132,-0.00220266637590782
828,50,49.9991407989352,22.5163872028356,0.000859201064784543
846,50,49.9985445445051,22.5210516483377,0.0014554554949413
864,50,49.9998876900448,22.5187860605224,0.000112309955163425
882,50,50.0019191328127,22.5137223115397,-0.00191913281271638
900,50,50.0032094288289,22.507725738153,-0.00320942882888176
918,50,50.0032832581028,22.5053265835694,-0.0032832581027975
936,50,50.0021704000188,22.5061261266876,-0.00217040001884072
954,50,50.0007347128164,22.5107905721898,-0.000734712816353067
972,50,49.9996996497814,22.5154550176919,0.000300350218594758
990,50,49.9997494217488,22.516887530741,0.000250578251183242
1008,50,50.0007014084846,22.5146219429256,-0.000701408484637511
1026,50,50.0017748825912,22.5123563551103,-0.00177488259122072
1044,50,50.0022671034193,22.5099572005267,-0.00226710341929959
1062,50,50.0022301272168,22.5075580459431,-0.00223012721683347
1080,50,50.0016893699121,22.5122224914452,-0.00168936991213542
1098,50,50.0008662028482,22.5168869369474,-0.000866202848243347
1116,50,50.0011076982903,22.5183194499964,-0.00110769829026225
1134,50,50.0022331564259,22.5123228766098,-0.00223315642590194
1152,50,50.0033719917593,22.5063263032232,-0.00337199175926628
1170,50,50.0031344345263,22.5039271486395,-0.00313443452628803
