Tempo,Referencia_Temperatura,Saida_Temperatura,Controle_Temperatura,Erro_Temperatura
0,30,22,0,8
18,30,22,0,8
36,30,22,0,8
54,30,22,0,8
72,30,22,3.60073846153845,8
90,30,22,7.2014769230769,8
108,30,22,10.8022153846153,8
126,30,22.0184477086411,14.2529778063487,7.98155229135888
144,30,22.3632495837727,15.129947715661,7.63675041622726
162,30,23.0238373777687,14.8359713621502,6.97616262223128
180,30,23.9892166978655,13.2680555565351,6.01078330213447
198,30,25.2234815728405,10.5286556234772,4.77651842715952
216,30,26.4914083889483,8.23836679090044,3.50859161105168
234,30,27.6850560287843,6.14130036189284,2.31494397121566
252,30,28.6916794725052,4.67431955111514,1.30832052749475
270,30,29.4192656716658,4.13364838521141,0.580734328334188
288,30,29.9163194731625,3.81310581671953,0.0836805268374761
306,30,30.2100891742021,3.82552660010368,-0.210089174202093
324,30,30.3658878845694,3.86096645748545,-0.365887884569418
342,30,30.4686755729483,3.60132322581196,-0.468675572948321
360,30,30.5407349219538,3.29321136370432,-0.540734921953849
378,30,30.6117065471522,2.81542351333722,-0.611706547152234
396,30,30.6820860959255,2.30533419101865,-0.682086095925527
414,30,30.7263623108821,1.97296746711452,-0.726362310882052
432,30,30.740358494512,1.74274486590191,-0.740358494512002
450,30,30.7103522184223,1.71999925171948,-0.710352218422251
468,30,30.63591140849,1.86281066926256,-0.635911408490028
486,30,30.534225199401,2.04938054187883,-0.534225199401021
504,30,30.4159903395271,2.28672833672703,-0.415990339527106
522,30,30.3003671205907,2.47738669340452,-0.300367120590735
540,30,30.2016797437484,2.5948172949168,-0.201679743748386
558,30,30.1233890650975,2.67136009245214,-0.123389065097491
576,30,30.0689459263904,2.68623331829137,-0.0689459263904446
594,30,30.0332026550865,2.68695853354775,-0.0332026550864946
612,30,30.0090702138822,2.69827892266067,-0.00907021388221096
630,30,29.9923534768762,2.71537205035503,0.0076465231237961
648,30,29.9774560967213,2.76045325878154,0.0225439032787058
666,30,29.9631612676453,2.81599045269963,0.0368387323546564
684,30,29.9503868255728,2.86846579674376,0.0496131744271651
702,30,29.9397215242035,2.91677201488836,0.0602784757965011
720,30,29.9335485940655,2.94338362387577,0.0664514059345152
738,30,29.9326027202528,2.95163592099935,0.0673972797471798
