Tempo,Referencia_Temperatura,Saida_Temperatura,Controle_Temperatura,Erro_Temperatura
0,30,22,0,8
18,30,22,0,8
36,30,22,0,8
54,30,22,0,8
72,30,22,0,8
90,30,22,3.63076923076922,8
108,30,22,7.26153846153844,8
126,30,22,10.8923076923077,8
144,30,22,14.5230769230769,8
162,30,22.3193624615385,15.5358416674556,7.68063753846154
180,30,22.9662845287385,15.2494074234559,7.03371547126154
198,30,23.9302187822977,13.6408710674383,6.06978121770231
216,30,25.2009574298154,10.5994755063449,4.7990425701846
234,30,26.5383416951832,7.90576980051173,3.4616583048168
252,30,27.8126224036528,5.44187729551833,2.18737759634717
270,30,28.9029264651325,3.60532096994763,1.09707353486753
288,30,29.6824141322266,2.93994356721065,0.317585867773431
306,30,30.1843832391492,2.70580767568944,-0.184383239149181
324,30,30.439753994047,2.93501413992322,-0.439753994046974
342,30,30.5128171033894,3.36067517324394,-0.512817103389445
360,30,30.5156529125692,3.45493456522968,-0.515652912569188
378,30,30.4944160446952,3.40859290079946,-0.494416044695207
396,30,30.4928322528729,3.09538313089464,-0.492832252872926
414,30,30.5299072645412,2.56019483333351,-0.529907264541166
432,30,30.5762461316124,2.11755947813465,-0.576246131612351
450,30,30.6174964546658,1.74001584204848,-0.617496454665776
468,30,30.6296327068841,1.55802309271512,-0.629632706884099
486,30,30.5927087713987,1.6331323809516,-0.592708771398698
504,30,30.5153154723581,1.82156867951732,-0.515315472358054
522,30,30.4049524853584,2.12140180484934,-0.404952485358415
540,30,30.2802134072011,2.43112369528598,-0.280213407201124
558,30,30.1651711972597,2.64905154000116,-0.165171197259667
576,30,30.0707905095773,2.79630039583419,-0.0707905095772965
594,30,30.0067813425022,2.83645627558206,-0.00678134250220097
612,30,29.9736025586977,2.79852091520865,0.0263974413023362
630,30,29.9622375493751,2.74461625426311,0.0377624506248928
648,30,29.9652997554414,2.68217085512761,0.0347002445585893
666,30,29.9725449663312,2.65320556506451,0.027455033668808
684,30,29.9764244805598,2.66859496528254,0.0235755194402074
702,30,29.9752445294692,2.70756480796101,0.0247554705308346
720,30,29.9683355007715,2.76978101958633,0.0316644992285191
738,30,29.9587833088023,2.82933668660241,0.0412166911976897
756,30,29.9507449157313,2.8681474032465,0.0492550842686938
