Tempo,Referencia_Temperatura,Saida_Temperatura,Sinal_Controle_Temperatura,Erro_Temperatura
18,30,22,0,8
36,30,22,0,8
54,30,22,0,8
72,30,22,0,8
90,30,22,0,8
108,30,21.2916,4.65504650656541,8.7084
126,30,20.60601048,5.61617175356531,9.39398952
144,30,19.942496942544,6.58978075143135,10.057503057456
162,30,19.3003485409941,7.57547152338563,10.6996514590059
180,30,19.0883352086916,6.09011986649384,10.9116647913084
198,30,18.9913834691337,6.09490684525963,11.0086165308663
216,30,18.9880843505492,6.11888499350415,11.0119156494508
234,30,19.0765484936833,6.06088094520157,10.9234515063167
252,30,19.0365297256975,7.24265673166129,10.9634702743025
270,30,18.9906601847595,7.81104797042666,11.0093398152405
288,30,18.9484011266813,8.32998015167635,11.0515988733187
306,30,18.902522822959,8.89104162356165,11.097477177041
324,30,18.9617755581877,8.79837854362168,11.0382244418123
342,30,19.075131287457,8.90740145972349,10.924868712543
360,30,19.2333753483118,9.01313579519641,10.7666246516882
378,30,19.4385162822766,9.0547199601591,10.5614837177234
396,30,19.6317568365482,9.39673235577112,10.3682431634518
414,30,19.8278930455957,9.65223322722162,10.1721069544043
432,30,20.027568987503,9.89211672724123,9.97243101249703
450,30,20.2250112949985,10.1544920632042,9.77498870500148
468,30,20.4463910339104,10.2515348825911,9.55360896608959
486,30,20.6848570449758,10.3562455607151,9.31514295502422
504,30,20.9380451025823,10.4474958346352,9.06195489741774
522,30,21.2073800463002,10.5040114717765,8.79261995369979
540,30,21.4779137816838,10.6229194381731,8.52208621831624
558,30,21.7494406299864,10.7297132132519,8.25055937001357
576,30,22.0207836652194,10.8304428071712,7.97921633478058
594,30,22.2888250340551,10.9380613330473,7.7111749659449
612,30,22.5589822801316,11.0040787775384,7.44101771986842
630,30,22.8304392848893,11.0607839016603,7.16956071511072
648,30,23.1025591294901,11.1078472387074,6.89744087050992
666,30,23.3758955542638,11.1386559320099,6.62410444573616
684,30,23.646785218874,11.178172070682,6.35321478112597
702,30,23.914276047794,11.2137267506619,6.085723952206
720,30,24.1775819922312,11.2454174922006,5.82241800776881
738,30,24.4353589703059,11.2776015612998,5.56464102969405
756,30,24.6884681854932,11.2984989991161,5.31153181450679
774,30,24.9367558107483,11.3136136808842,5.06324418925168
792,30,25.1800170654171,11.323625062626,4.81998293458294
810,30,25.4184375242779,11.3265968614874,4.58156247572213
828,30,25.6511827999054,11.3287457878826,4.34881720009461
846,30,25.8778695330245,11.3284260057722,4.12213046697549
864,30,26.0982144882054,11.3256859023376,3.9017855117946
882,30,26.3117766931904,11.3220500761095,3.68822330680961
900,30,26.5186663411968,11.3149221706051,3.48133365880322
918,30,26.7188769525383,11.3051995152792,3.28112304746171
936,30,26.9123981350056,11.2932126025135,3.08760186499445
954,30,27.0993541809959,11.2784559223147,2.90064581900413
972,30,27.2796447653816,11.2624624040522,2.72035523461837
990,30,27.4532385071487,11.2452139450996,2.54676149285132
1008,30,27.6201386732683,11.2268329117362,2.37986132673166
1026,30,27.7803056430627,11.207877034703,2.2196943569373
1044,30,27.9338333350611,11.1878789247765,2.06616666493891
1062,30,28.0808188539197,11.1670239168738,1.91918114608029
1080,30,28.2213668487204,11.1454633697348,1.77863315127963
1098,30,28.3556282796848,11.1231013371367,1.64437172031521
1116,30,28.4837109734089,11.100331152648,1.51628902659108
1134,30,28.6057332075205,11.0772594961984,1.39426679247951
1152,30,28.7218237079771,11.0539773025984,1.27817629202291
1170,30,28.8320993867467,11.0306942649729,1.16790061325328
1188,30,28.9367075004864,11.0073709978351,1.06329249951358
1206,30,29.0358019498233,10.9840748802184,0.964198050176659
1224,30,29.1295402214112,10.9608782741435,0.870459778588764
1242,30,29.218093638299,10.9377807246403,0.781906361700965
1260,30,29.3016256099241,10.9148921277915,0.698374390075905
1278,30,29.3803000101275,10.8922721408836,0.619699989872469
1296,30,29.4542821439354,10.8699667272055,0.545717856064599
1314,30,29.5237323218554,10.8480519497009,0.476267678144566
1332,30,29.5888153565406,10.8265440719228,0.41118464345935
1350,30,29.6496965605026,10.8054717161106,0.350303439497377
1368,30,29.7065402697765,10.7848645241512,0.293459730223471
1386,30,29.7595124532269,10.7647299036211,0.240487546773107
1404,30,29.8087755532233,10.7450974517532,0.191224446776705
1422,30,29.8544893818847,10.7259875519264,0.145510618115317
1440,30,29.8968113583673,10.7074145918714,0.103188641632659
1458,30,29.9358946353784,10.6893996327548,0.0641053646216498
1476,30,29.9718900751848,10.6719491318699,0.0281099248151868
1494,30,30.0049456258607,10.6550688345779,-0.00494562586073855
1512,30,30.0352058408483,10.6387636596627,-0.0352058408483309
1530,30,30.0628125447427,10.6230313819658,-0.0628125447427479
1548,30,30.087903670572,10.6078731768434,-0.0879036705720289
1566,30,30.1106132481503,10.5932879775373,-0.110613248150294
1584,30,30.1310714534318,10.5792722924281,-0.131071453431787
1602,30,30.1494041000167,10.565823711483,-0.149404100016678
1620,30,30.1657330423655,10.552936082409,-0.165733042365488
1638,30,30.1801761233756,10.5406020484744,-0.180176123375638
1656,30,30.1928470788506,10.5288135426385,-0.192847078850587
1674,30,30.2038557525421,10.5175601845214,-0.203855752542101
1692,30,30.2133078978104,10.506831747033,-0.213307897810388
1710,30,30.2213051843442,10.4966172951048,-0.221305184344168
1728,30,30.2279452610455,10.4869050220257,-0.227945261045498
1746,30,30.2333216784024,10.4776832193704,-0.233321678402366
1764,30,30.2375240221661,10.4689392575997,-0.237524022166053
1782,30,30.2406379795221,10.4606600400568,-0.240637979522123
1800,30,30.242745384351,10.4528322389153,-0.242745384350975
1818,30,30.2439243455128,10.4454419197815,-0.243924345512806
1836,30,30.2442492862724,10.4384751197801,-0.244249286272357
1854,30,30.243791017199,10.4319177708879,-0.243791017198966
1872,30,30.242616829784,10.4257556638947,-0.242616829784044
1890,30,30.2407905552251,10.4199747242836,-0.240790555225054
1908,30,30.2383726702543,10.4145608238105,-0.23837267025435
1926,30,30.2354203957591,10.4094998692796,-0.235420395759135
