Tempo,Ref_T,Ref_U,Saida_T,Saida_U,Controle_T,Controle_U,Erro_T,Erro_U
0,30,50,22,50,0,0,0,0
18,30,50,22,50,0,0,0,0
36,30,50,22,50,0,0,0,0
54,30,50,22,50,0,0,0,0
72,30,50,22,50,0,0,0,0
90,30,50,22,50,0,0,0,0
108,30,50,22,50,0,0,0,0
126,30,50,22,50,0,0.00548409612124838,8,0
144,30,50,22,50.0001346345598,4.96527054247413,0.0109681922424968,8,-0.000134634559778135
162,30,50,22,50.0014160640343,9.93054108494825,0.0164522883637451,8,-0.00141606403430217
180,30,50,21.9999804985542,50.0037351135477,14.8958116274224,0.0219363844849935,8.00001950144581,-0.00373511354769107
198,30,50,21.9998485835379,50.0069930016722,19.8610821698965,0.0159715768500397,8.00015141646206,-0.00699300167223527
216,30,50,22.4363569723351,50.010819280385,21.5821952975432,0.010006769215086,7.56364302766487,-0.0108192803849576
234,30,50,23.3207227140148,50.0130200387898,21.8600851095945,0.0040419615801322,6.67927728598518,-0.0130200387898114
252,30,50,24.6385689104046,49.371244018224,20.934889280368,0.709369863169716,5.36143108959538,0.628755981776038
270,30,50,26.3761359393895,48.0867456167317,19.934889280368,0.885645749916597,3.62386406061054,1.91325438326826
288,30,50,28.234547517593,46.2992883627366,18.934889280368,7.8856457499166,1.765452482407,3.70071163726335
306,30,50,30.0639195701839,44.0853611049061,17.8860044652137,14.8856457499166,-0.0639195701839448,5.91463889509394
324,30,50,31.7417623034717,43.1419735025934,13.9732612134874,21.8856457499166,-1.74176230347174,6.85802649740665
342,30,50,33.245511867732,43.5480856865438,8.97326121348738,24.0579999456951,-3.24551186773196,6.45191431345619
360,30,50,34.4640955771367,45.2256815999553,3.97326121348738,22.5579999456951,-4.4640955771367,4.7743184000447
378,30,50,35.4073351729248,47.0928249473191,0,21.0579999456951,-5.40733517292483,2.90717505268087
396,30,50,35.8537189015224,48.4592917148634,0,19.5579999456951,-5.85371890152243,1.54070828513657
414,30,50,35.8087360625283,49.3922897449421,0,18.2130365162523,-5.80873606252832,0.607710255057931
432,30,50,35.3458914260286,50.3210273295532,0,16.4009521116065,-5.34589142602862,-0.321027329553239
450,30,50,34.5668802647499,51.4616006762233,2.8007800780078,12.9064991580112,-4.56688026474988,-1.46160067622331
468,30,50,33.8341127715045,52.7184425641897,5.1015101510151,6.7112017787153,-3.83411277150452,-2.71844256418971
486,30,50,33.163536600271,53.6110031568766,6.85081577800821,0.994807639832315,-3.16353660027103,-3.61100315687661
504,30,50,32.565526262883,53.1934524095699,8.25188005472016,0.694206060687059,-2.56552626288298,-3.19345240956993
522,30,50,32.3206015009829,51.783700612213,8.25188005472016,0.230028065320533,-2.3206015009829,-1.783700612213
540,30,50,32.4291526117751,50.4829813019183,7.25188005472016,0,-2.42915261177514,-0.482981301918315
558,30,50,32.7967172684054,48.8922957636976,6.25188005472016,0,-2.79671726840536,1.1077042363024
576,30,50,33.2857676758734,47.1083118733121,5.25188005472016,6.16700113901394,-3.28576767587337,2.89168812668787
594,30,50,33.7694999523863,45.3983591353052,4.25188005472016,13.1670011390139,-3.76949995238635,4.60164086469482
612,30,50,34.1482157415167,44.9624627490013,3.25188005472016,20.1670011390139,-4.14821574151669,5.03753725099865
630,30,50,34.3945511191617,46.0073257664873,2.25188005472016,18.6670011390139,-4.39455111916168,3.99267423351269
648,30,50,34.4049667522382,48.3235182684626,1.25188005472016,17.1670011390139,-4.40496675223815,1.67648173153744
666,30,50,34.1775625884952,50.2179454236261,1.25188005472016,15.4176622648167,-4.17756258849519,-0.217945423626063
684,30,50,33.7552111932491,51.733913953421,1.25188005472016,11.4437705111226,-3.75521119324912,-1.73391395342098
702,30,50,33.2938260444434,52.8152142998664,1.25188005472016,5.00001617940642,-3.29382604444339,-2.81521429986635
720,30,50,32.793848360821,53.0355074015866,1.29672509512509,3.50001617940642,-2.79384836082098,-3.03550740158663
738,30,50,32.3550557750393,52.1449162077089,1.29672509512509,4.64346744294433,-2.35505577503928,-2.1449162077089
756,30,50,32.0256347652161,51.2462122588217,1.29672509512509,2.99447460801125,-2.02563476521608,-1.24621225882174
774,30,50,31.8234802665867,50.6441419277318,1.45848365819945,3.53778201144472,-1.82348026658673,-0.644141927731837
792,30,50,31.6500369716062,49.8343801358649,1.48955113676289,0.452287114918832,-1.65003697160616,0.165619864135138
810,30,50,31.4646569640667,49.1563857881209,1.82202809006499,1.04439730280715,-1.46465696406668,0.843614211879128
828,30,50,31.3084184419377,48.0029379256424,1.94435442944164,1.6818024035027,-1.30841844193768,1.99706207435756
846,30,50,31.1691514178152,47.1119534765415,1.98825174788806,7.86308302199627,-1.16915141781521,2.88804652345849
864,30,50,31.0851082209755,46.6024639326415,1.93202120265259,14.8630830219963,-1.08510822097551,3.39753606735854
882,30,50,31.015497596525,47.4726336638439,1.86630603682448,13.7242730862573,-1.01549759652496,2.52736633615606
900,30,50,30.9231939688246,49.5579075602612,1.86261565948339,12.2242730862573,-0.923193968824577,0.442092439738843
918,30,50,30.7042453987906,51.1735044595861,2.62123634913857,9.19921087509481,-0.70424539879059,-1.17350445958614
936,30,50,30.3731497847865,52.2807067568487,3.52041891044647,4.09524478801333,-0.373149784786516,-2.28070675684866
954,30,50,30.0771998653591,52.6018194299342,4.49444488447244,2.76957818919387,-0.0771998653590593,-2.60181942993419
972,30,50,29.8310576216781,51.9284799018045,5.74912653241252,3.14550068761244,0.168942378321908,-1.92847990180454
990,30,50,29.7325184608669,51.1052043441094,6.66508147733144,1.53037897456229,0.267481539133144,-1.10520434410938
1008,30,50,29.8127298110499,50.4075143163648,6.70097093779322,0.390246660789633,0.187270188950112,-0.407514316364782
1026,30,50,29.9990512924778,49.3634360101932,5.82461066921253,0,0.000948707522162806,0.636563989806845
1044,30,50,30.2904370589282,48.0825811097684,4.82461066921253,0.226777792714075,-0.290437058928156,1.91741889023157
1062,30,50,30.6879169419284,46.7241154392663,3.82461066921253,7.22677779271408,-0.687916941928421,3.27588456073373
1080,30,50,31.0972289589206,45.5317979127876,2.82461066921253,14.2267777927141,-1.09722895892059,4.46820208721243
1098,30,50,31.4177446036665,45.7870548157746,1.82461066921253,17.5864137563104,-1.41774460366646,4.2129451842254
1116,30,50,31.6022222789088,47.3716775064957,0.963418505811114,16.0864137563104,-1.60222227890878,2.62832249350433
1134,30,50,31.5393496972368,49.4841623192374,0.721742197802373,14.5864137563104,-1.53934969723682,0.515837680762615
1152,30,50,31.2552880661058,51.1967490694207,1.31653235699195,11.5147980877785,-1.25528806610577,-1.19674906942073
1170,30,50,30.8414328727383,52.5189579911894,2.0919033959009,5.83947047819871,-0.841432872738324,-2.51895799118944
1188,30,50,30.3990448348219,53.1391676467336,3.00098397323923,2.81827476341931,-0.399044834821922,-3.13916764673363
1206,30,50,29.9882242095236,52.7113168216191,4.01071633333656,2.74399187895776,0.0117757904763955,-2.71131682161909
1224,30,50,29.7192498324947,51.8939282816113,5.38655525951105,3.1503973304058,0.280750167505275,-1.89392828161125
1242,30,50,29.6401517185162,51.2123686916351,6.36011428152676,3.19770181906846,0.35984828148381,-1.21236869163513
1260,30,50,29.6975463219806,50.6234406620024,6.55162401660496,3.85039013784575,0.302453678019411,-0.623440662002437
1278,30,50,29.8425675839887,50.0308884509853,6.32357384556733,3.861260777237,0.157432416011336,-0.0308884509853371
1296,30,50,30.0983877665147,49.5065570754341,5.32357384556733,5.77386794473034,-0.0983877665146835,0.493442924565855
1314,30,50,30.4324196001942,48.9484857008559,4.32357384556733,7.9962568184691,-0.432419600194173,1.05151429914412
1332,30,50,30.7635029070748,48.6660095671749,3.32357384556733,10.9788864690994,-0.763502907074805,1.33399043282513
1350,30,50,31.0556852055262,48.7472422439461,2.32357384556733,12.288248552517,-1.05568520552617,1.25275775605395
1368,30,50,31.2067969214143,49.3547210155634,1.56528000670477,10.9430227409446,-1.20679692141432,0.645278984436636
1386,30,50,31.2109593485176,50.1193372386385,1.18927148181514,9.31705652279406,-1.21095934851762,-0.119337238638536
1404,30,50,31.0675028601657,50.6286942368128,1.25475416858962,7.70143054224809,-1.06750286016573,-0.628694236812819
1422,30,50,30.8212090256816,50.869608119551,2.00776621678239,6.77999720149581,-0.821209025681625,-0.869608119551032
1440,30,50,30.5436473178135,50.8956363614149,2.84608957007581,6.32995219699536,-0.543647317813502,-0.895636361414887
1458,30,50,30.2742170275227,50.8772874695887,3.75518047916672,6.11801882441511,-0.27421702752271,-0.877287469588708
1476,30,50,30.0494570803117,50.8899087084194,4.73295825694449,5.76305989254841,-0.0494570803117078,-0.889908708419384
1494,30,50,29.9158973934854,50.9264798345412,5.38726578148103,5.26204628119596,0.0841026065145734,-0.926479834541169
1512,30,50,29.8720572054206,50.8972050507677,5.75211179500179,5.08202827939578,0.127942794579425,-0.897205050767724
1530,30,50,29.9178725956529,50.6955987222563,5.72943348680358,5.38673958496653,0.0821274043470623,-0.695598722256321
1548,30,50,30.0597245080139,50.3869493612789,5.22603888504833,6.09008762545446,-0.0597245080139466,-0.386949361278937
1566,30,50,30.2675790111243,50.0644125555814,4.22603888504833,7.01009934534898,-0.267579011124305,-0.0644125555814412
1584,30,50,30.5047247871623,49.7917271961385,3.22603888504833,8.29988622605753,-0.50472478716231,0.208272803861462
1602,30,50,30.7249405602022,49.6467404903149,2.22603888504833,9.52806413640054,-0.724940560202249,0.353259509685138
1620,30,50,30.8772595857285,49.7193151896574,1.50312060142486,9.69174792091354,-0.877259585728471,0.280684810342642
1638,30,50,30.9133061940935,50.0006284503875,1.11750779276549,8.85533710147048,-0.913306194093497,-0.000628450387523571
1656,30,50,30.8289009100366,50.3130073048396,1.11190502873523,7.86236619658571,-0.828900910036619,-0.313007304839644
1674,30,50,30.6336674681922,50.5352610632447,1.81539023476174,7.05308911787858,-0.633667468192208,-0.535261063244747
1692,30,50,30.3780640060133,50.6637146764781,2.68787345623825,6.4312044751062,-0.378064006013318,-0.663714676478122
1710,30,50,30.1127225204753,50.754959108139,3.64872754876494,5.84579102685838,-0.112722520475305,-0.754959108139047
1728,30,50,29.874398801756,50.8210468438086,4.85426114560288,5.27683581997852,0.12560119824397,-0.821046843808574
1746,30,50,29.7219480775118,50.8317922734988,6.15355106855197,4.94430362497906,0.278051922488217,-0.831792273498806
1764,30,50,29.6671556201121,50.7525033127842,6.92756064182827,4.9567013437988,0.332844379887874,-0.752503312784214
1782,30,50,29.7144048584541,50.5493242891297,7.12426837554811,5.31328794925826,0.285595141545905,-0.549324289129714
1800,30,50,29.8808901008183,50.2733835464574,6.71527042053789,5.99836783011393,0.119109899181709,-0.27338354645741
1818,30,50,30.1666711849708,49.9833948649935,5.71527042053789,6.91710976879833,-0.166671184970781,0.0166051350064649
1836,30,50,30.5149297304955,49.7070566127394,4.71527042053789,8.397529161217,-0.514929730495489,0.292943387260635
1854,30,50,30.8632735878657,49.4763624112231,3.71527042053789,10.174166300053,-0.863273587865727,0.523637588776907
1872,30,50,31.1493987273626,49.4557358383022,2.71527042053789,11.2615757652777,-1.14939872736257,0.544264161697761
1890,30,50,31.314817450035,49.7360781475908,1.88149352987477,10.8303772871547,-1.31481745003496,0.263921852409226
1908,30,50,31.3504626738509,50.2042989986669,1.31188166075303,9.41410406854254,-1.35046267385086,-0.2042989986669
1926,30,50,31.258953045843,50.619698459236,1.23855443802159,8.11379047582455,-1.258953045843,-0.619698459236034
1944,30,50,31.0627215414559,50.8196049511922,1.84704870713762,7.29143939517089,-1.06272154145594,-0.819604951192247
1962,30,50,30.8097795998295,50.8670617488636,2.60233571620107,6.77386397308398,-0.809779599829525,-0.867061748863584
1980,30,50,30.5419170097747,50.882221472111,3.4356690495344,6.37493056587409,-0.5419170097747,-0.882221472111034
1998,30,50,30.2997598199046,50.9150647756388,4.32455793842329,5.92128033387489,-0.299759819904594,-0.915064775638768
2016,30,50,30.1347296078722,50.9562244763401,4.90400064002875,5.4096028457462,-0.134729607872245,-0.956224476340076
2034,30,50,30.0544990793711,50.9315249439804,5.09633299033007,5.18049938304089,-0.0544990793711477,-0.931524943980406
2052,30,50,30.0617722329016,50.7515474609749,5.05206294304161,5.42282571583572,-0.0617722329016281,-0.751547460974862
2070,30,50,30.1599141808601,50.4657455072924,4.70646796987759,6.0365137367129,-0.15991418086012,-0.465745507292418
2088,30,50,30.3187841259107,50.1632741579791,4.01500323766582,6.8373408821213,-0.318784125910657,-0.16327415797906
2106,30,50,30.4940178952533,49.9045223093766,3.1673130409895,7.85666966373492,-0.4940178952533,0.0954776906233974
2124,30,50,30.6528780235309,49.7576206338709,2.42362795315773,8.88048570534455,-0.652878023530942,0.242379366129128
2142,30,50,30.7614560081284,49.8003403353738,1.88558503294005,9.02864757218408,-0.76145600812837,0.199659664626232
2160,30,50,30.785964182493,50.0259988281537,1.60322650879721,8.32897369136581,-0.785964182492993,-0.0259988281536963
2178,30,50,30.710481730623,50.2741355729972,1.62046953973887,7.50579470409259,-0.710481730623027,-0.27413557299721
2196,30,50,30.5503499350512,50.4313342751987,1.90429167786564,6.87604813868599,-0.550349935051223,-0.431334275198665
2214,30,50,30.3455482372271,50.5167759701468,2.68737917028835,6.39422017279477,-0.345548237227103,-0.51677597014681
2232,30,50,30.1359688830699,50.5720765729522,3.62487917028835,5.94340404014083,-0.13596888306985,-0.572076572952156
2250,30,50,29.9502514294367,50.6074059797407,4.69178292667866,5.55121687816661,0.0497485705632812,-0.607405979740726
