Tempo,Referencia_Umidade,Saida_Umidade,Controle_Umidade,Erro_Umidade
0,55,50,0,5
18,55,50,0,5
36,55,50,0.240307947112385,5
54,55,50.0587385880164,0.46217259655093,4.94126141198355
72,55,50.6116796546403,0.568656174532319,4.38832034535969
90,55,51.5468028014255,0.605690837726145,3.45319719857449
108,55,52.5946990042711,0.570462995461555,2.40530099572887
126,55,53.5975318099983,0.457894776906108,1.40246819000173
144,55,54.4068436883851,0.301417015674336,0.593156311614941
162,55,54.887826324382,0.174943423909294,0.112173675617996
180,55,54.9992950248272,0.143220645459925,0.00070497517280188
198,55,54.8571638254676,0.20307573100911,0.142836174532363
216,55,54.6850689044297,0.28524572456996,0.314931095570316
234,55,54.6613852857484,0.321281346887557,0.338614714251577
252,55,54.8013448336939,0.302746739299952,0.198655166306061
270,55,54.9895880781488,0.250361720390595,0.0104119218511798
288,55,55.1117456832195,0.203706804812892,-0.111745683219468
306,55,55.1130446046702,0.196215586082103,-0.113044604670151
324,55,55.0258186267915,0.223826647691064,-0.0258186267914908
342,55,54.9401964236956,0.258471125754604,0.0598035763044464
360,55,54.9228649383591,0.272411537613813,0.0771350616408881
378,55,54.9749596102745,0.260419170210194,0.0250403897254756
396,55,55.0447597875019,0.235579106235784,-0.0447597875018886
414,55,55.0792325414919,0.216630208837131,-0.0792325414919404
432,55,55.0595257113092,0.219925295627363,-0.0595257113092202
450,55,55.0074443204422,0.237300859769056,-0.00744432044215415
468,55,54.9709506260648,0.253013613279197,0.0290493739352229
486,55,54.974198703553,0.254024837420777,0.0258012964470424
504,55,55.0065213968544,0.244401574239666,-0.00652139685443842
522,55,55.0351241946497,0.232513113723846,-0.0351241946496827
540,55,55.0400955305897,0.227065988156387,-0.0400955305896886
558,55,55.0211786694205,0.232686073049941,-0.0211786694205074
576,55,54.9954274332022,0.241941313493837,0.0045725667977834
594,55,54.9849503465704,0.247015429799425,0.0150496534296281
612,55,54.9939371660572,0.245164003741502,0.00606283394275664
630,55,55.0109840322877,0.2392926716572,-0.0109840322877304
648,55,55.021449812191,0.234226753526055,-0.0214498121909656
666,55,55.0187333228903,0.234040870384992,-0.0187333228902702
684,55,55.006844727919,0.237646368894432,-0.00684472791900248
702,55,54.9966856768911,0.241614859526111,0.00331432310891699
720,55,54.9952058429918,0.24266541599664,0.00479415700818464
738,55,55.0014944443377,0.241076361519892,-0.00149444433765922
756,55,55.0087127101409,0.237952402284563,-0.00871271014085551
774,55,55.011494631879,0.236004242250473,-0.0114946318789961
792,55,55.007724981606,0.23688766968322,-0.007724981605989
810,55,55.0009349763384,0.239395545055199,-0.000934976338442084
828,55,54.9970785259836,0.241421460828934,0.00292147401638942
846,55,54.9987574119941,0.241008743400412,0.00124258800590837
864,55,55.0039258055177,0.238857782900232,-0.00392580551768873
882,55,55.0072839843055,0.237491069143802,-0.00728398430553057
900,55,55.0059801815474,0.237689118606239,-0.00598018154742874
918,55,55.0023198389803,0.239222960380101,-0.00231983898031274
936,55,54.9997692261581,0.240268764478472,0.000230773841892074
954,55,55.000576106466,0.239856047049949,-0.000576106465992154
972,55,55.0031415109665,0.238489333293519,-0.00314151096651472
990,55,55.0043496301039,0.237514578314806,-0.0043496301039383
1008,55,55.0026624441956,0.237712627777244,-0.00266244419564288
1026,55,54.9993844344543,0.238758431875614,0.000615565545707852
1044,55,54.9970584923112,0.240297008505209,0.00294150768884549
1062,55,54.997282439672,0.24080872097452,0.00271756032799431
1080,55,55.0004636625161,0.240004000972587,-0.000463662516096974
1098,55,55.0040783507626,0.238245218724358,-0.00407835076256902
1116,55,55.005407293243,0.237270463745645,-0.00540729324298894
1134,55,55.0031013615985,0.237957331760547,-0.00310136159853869
1152,55,54.9993861854996,0.239491173534408,0.000613814500361798
1170,55,54.9976931954095,0.240048257469498,0.00230680459048926
1188,55,54.9991521694632,0.239635540040976,0.000847830536805816
1206,55,55.0013974530575,0.238830820039042,-0.00139745305749983
1224,55,55.0024549469774,0.23841810261052,-0.00245494697737314
1242,55,55.0018123540202,0.238486339346614,-0.0018123540201529
1260,55,55.0004851754547,0.239043423281704,-0.000485175454727482
1278,55,54.9995539669473,0.239600507216793,0.000446033052732275
1296,55,54.9998859953364,0.239668743952887,0.000114004663608114
1314,55,55.0012349932119,0.239256026524365,-0.00123499321192355
1332,55,55.0024743314895,0.238843309095843,-0.00247433148953746
1350,55,55.0027226539824,0.238478449685026,-0.00272265398243832
1368,55,55.0020911168343,0.23854668642112,-0.00209111683430052
1386,55,55.0008626802101,0.239103770356209,-0.000862680210097722
1404,55,55.0000203039185,0.239660854291299,-2.03039184754061e-05
1422,55,55.0004322493365,0.239729091027393,-0.000432249336505208
1440,55,55.0018531437807,0.23931637359887,-0.00185314378073542
1458,55,55.0031571630989,0.238341618620158,-0.00315716309894754
1476,55,55.0033262961427,0.23797675920934,-0.00332629614270985
1494,55,55.0015807133923,0.23853384314443,-0.00158071339231469
1512,55,54.9994695257617,0.239579647242801,0.000530474238317424
1530,55,54.9988594556496,0.239647883978895,0.00114054435037048
1548,55,55.0002676745067,0.239235166550373,-0.000267674506730486
1566,55,55.0015602903577,0.23882244912185,-0.00156029035770899
1584,55,55.0018565434953,0.238890685857945,-0.00185654349525066
1602,55,55.0013739885811,0.238958922594039,-0.00137398858110771
1620,55,55.0010831482729,0.239027159330133,-0.00108314827289036
1638,55,55.0009647821235,0.239095396066227,-0.000964782123510588
1656,55,55.001001580654,0.239163632802321,-0.00100158065404798
1674,55,55.0011779715621,0.239231869538415,-0.00117797156210031
1692,55,55.0014799453791,0.239300106274509,-0.00147994537906015
1710,55,55.0018948986243,0.239368343010603,-0.00189489862433589
1728,55,55.0024114927006,0.239436579746697,-0.00241149270060959
1746,55,55.0030195269504,0.23907172033588,-0.00301952695038921
1764,55,55.0036039625514,0.238706860925063,-0.00360396255136664
1782,55,55.003363601945,0.238342001514245,-0.00336360194504692
1800,55,55.0023812215465,0.238899085449335,-0.00238122154651421
1818,55,55.0009566414021,0.239456169384424,-0.000956641402112268
1836,55,55.0008448128526,0.239524406120518,-0.000844812852648147
1854,55,55.0017944992008,0.239111688691996,-0.00179449920075569
1872,55,55.0026746007918,0.238136933713283,-0.00267460079179926
1890,55,55.0024623604235,0.238205170449378,-0.00246236042350034
1908,55,55.0004795407367,0.238762254384467,-0.000479540736677109
1926,55,54.9989584911456,0.239319338319556,0.00104150885439935
1944,55,54.9987598748077,0.23938757505565,0.00124012519233929
1962,55,54.9996314833758,0.238974857627128,0.000368516624178028
1980,55,55.0004413430604,0.238562140198606,-0.000441343060394672
1998,55,55.000303289363,0.2386303769347,-0.000303289362967973
2016,55,54.9994300145781,0.23918746086979,0.000569985421854824
2034,55,54.9989071561407,0.239255697605884,0.0010928438593325
2052,55,54.9994870634944,0.239323934341978,0.000512936505600692
2070,55,55.0001520569113,0.239392171078072,-0.000152056911261411
2088,55,55.0008935971676,0.23897945364955,-0.000893597167610949
2106,55,55.0015864421753,0.239047690385644,-0.00158644217528092
2124,55,55.0014606772348,0.239115927121738,-0.00146067723478893
2142,55,55.0014908195157,0.239184163857832,-0.00149081951569485
2160,55,55.0016612221943,0.239252400593926,-0.00166122219427223
2178,55,55.0019578087595,0.23932063733002,-0.00195780875949936
2196,55,55.0023679154168,0.239388874066114,-0.0023679154167553
2214,55,55.0028801493078,0.239024014655297,-0.00288014930781344
2232,55,55.0033783990587,0.23865915524448,-0.00337839905871107
2250,55,55.0030605022004,0.238294295833662,-0.00306050220039822
2268,55,55.0020083670757,0.238851379768752,-0.00200836707568897
2286,55,55.0005210327782,0.239408463703841,-0.000521032778237895
2304,55,55.0003527480725,0.239476700439935,-0.000352748072458553
2322,55,55.0012516441951,0.239063983011413,-0.00125164419505097
2340,55,55.0020860528595,0.238651265582891,-0.00208605285946106
2358,55,55.0019700844102,0.238719502318985,-0.00197008441018909
2376,55,55.0011166784016,0.239276586254074,-0.00111667840157281
2394,55,55.0006116947131,0.239344822990168,-0.000611694713093414
2412,55,55.0012076829089,0.239413059726263,-0.00120768290888407
2430,55,55.0018871432971,0.239481296462357,-0.00188714329707551
2448,55,55.0026416986218,0.238506541483644,-0.0026416986218365
2466,55,55.0032088733969,0.238141682072827,-0.00320887339686493
