Tempo,Referencia_Temperatura,Saida_Temperatura,Controle_Temperatura,Erro_Temperatura
0,30,22,0,8
18,30,22,0,8
36,30,22,0,8
54,30,22,0,8
72,30,22,1.86516786570743,8
90,30,22,3.73033573141487,8
108,30,22,5.5955035971223,8
126,30,22.0095558379818,7.36341910002769,7.99044416201819
144,30,22.18816180573,8.39776391988516,7.81183819427001
162,30,22.5303435939939,9.01393509593883,7.4696564060061
180,30,23.030305912495,9.33564767152058,6.96969408750497
198,30,23.6708486988993,9.38439906167324,6.32915130110067
216,30,24.3824263125396,9.21714934387827,5.61757368746043
234,30,25.1254015910318,8.87952837430489,4.87459840896815
252,30,25.8721307203343,8.43219730851307,4.12786927966574
270,30,26.5979987477815,7.94682562990526,3.40200125221847
288,30,27.2843018187205,7.48215282588015,2.71569818127948
306,30,27.9171620189102,7.03315014437741,2.0828379810898
324,30,28.4887153471036,6.43390129227405,1.51128465289644
342,30,28.997793894381,5.7076596951071,1.002206105619
360,30,29.4482744862056,4.88830333428642,0.551725513794366
378,30,29.8426275116075,4.04575699092374,0.157372488392525
396,30,30.1691471303542,3.25690316904706,-0.169147130354247
414,30,30.4186724426241,2.58360493680149,-0.418672442624086
432,30,30.5856000458771,2.05291527673613,-0.585600045877122
450,30,30.6708928953337,1.68536222440696,-0.670892895333743
468,30,30.6823868412934,1.52747521046712,-0.682386841293415
486,30,30.6331028886035,1.54318989422304,-0.633102888603496
504,30,30.5380634013728,1.65966234579626,-0.538063401372838
522,30,30.413801462714,1.85375978716444,-0.413801462714048
540,30,30.2801165456987,2.08985008160033,-0.280116545698672
558,30,30.1527038413192,2.33463528230004,-0.152703841319216
576,30,30.0403906528772,2.56781668612867,-0.0403906528771856
594,30,29.9495539079695,2.78180448117427,0.050446092030505
612,30,29.8831405479176,2.9743041767788,0.116859452082416
630,30,29.8410451879464,3.13205629890327,0.158954812053633
648,30,29.8213878199293,3.25292799379619,0.178612180070708
666,30,29.821687280761,3.29516753549616,0.178312719238956
684,30,29.8392782345802,3.28163627497658,0.160721765419808
702,30,29.8704346847816,3.22107677361755,0.129565315218372
720,30,29.9111546471489,3.12434240273916,0.0888453528510595
738,30,29.9541056568195,3.01017560215463,0.0458943431804855
