Tempo,Referencia_Umidade,Saida_Umidade,Sinal_Controle_Umidade,Erro_Umidade
18,50,50,0,0
36,50,50,0,0
54,50,45.24,2.69892,4.76
72,50,41.59573686,4.46533720038,8.40426313999999
90,50,43.7763444736213,3.53246410563673,6.22365552637871
108,50,48.8217716451766,1.75036265070302,1.17822835482342
126,50,51.2058284287384,1.41351378518586,-1.2058284287384
144,50,49.9494789907496,2.40802106963014,0.05052100925041
162,50,48.4273150279368,3.05688523793299,1.57268497206319
180,50,49.0680913423285,2.60332709105174,0.931908657671492
198,50,50.7492443570888,1.86662295636041,-0.749244357088784
216,50,51.2417905632561,1.79763566705264,-1.24179056325611
234,50,50.2936099633332,2.28236911020355,-0.293609963333175
252,50,49.4257609731002,2.5756235667858,0.574239026899775
270,50,49.6184919810774,2.37878628298474,0.381508018922574
288,50,50.2926440232743,2.07299889957447,-0.292644023274264
306,50,50.4596571050026,2.06350295901225,-0.459657105002563
324,50,50.0369226683485,2.28093907813726,-0.0369226683485095
342,50,49.6900652043983,2.39949339492753,0.309934795601677
360,50,49.8117217624329,2.30452676743805,0.18827823756714
378,50,50.1200603271748,2.17207586149291,-0.120060327174841
396,50,50.189035736366,2.17347929666778,-0.189035736366023
414,50,50.0042384867262,2.26915803134904,-0.004238486726166
432,50,49.8631460849581,2.31634319395123,0.136853915041904
450,50,49.9258931923765,2.27140205222029,0.0741068076235365
468,50,50.0598227937772,2.21474467447815,-0.0598227937771512
486,50,50.0830979169937,2.21828520695646,-0.0830979169936867
504,50,49.9991338102034,2.26065903536617,0.000866189796632
522,50,49.940183116456,2.27948737328983,0.0598168835439736
540,50,49.9706635710114,2.25858807510805,0.0293364289885645
558,50,50.0283016721689,2.23452703134571,-0.0283016721688654
576,50,50.0354848515507,2.23737104905584,-0.0354848515507129
594,50,49.9977123078114,2.25607083437416,0.00228769218858815
612,50,49.973441976632,2.26347813852364,0.0265580233680183
630,50,49.9882505729095,2.25380885509512,0.0117494270905212
648,50,50.013119833195,2.24361542469591,-0.0131198331950344
666,50,50.0150471620105,2.24540532848968,-0.0150471620104895
684,50,49.998178909088,2.25362162829428,0.00182109091203131
702,50,49.9882789456362,2.25648692549211,0.011721054363754
720,50,49.995381153502,2.25204023811692,0.00461884649801192
738,50,50.0060708098911,2.2477394001286,-0.00607080989105668
756,50,50.0063760965615,2.24875706174673,-0.0063760965615316
774,50,49.9988638896681,2.25235578540777,0.00113611033194161
792,50,49.9948523410939,2.25344294160013,0.0051476589060826
810,50,49.9982156033117,2.25141048871963,0.00178439668825803
828,50,50.0027916107078,2.24960431584328,-0.00279161070778144
846,50,50.0026899123249,2.2501501197214,-0.002689912324918
864,50,49.9993561533743,2.25172129364902,0.000643846625720812
882,50,49.9977455989232,2.25212318102851,0.00225440107681152
900,50,49.9993235566782,2.25119912487307,0.000676443321786735
918,50,50.0012755645811,2.25044424065131,-0.00127556458107847
936,50,50.0011293563006,2.25072587889625,-0.00112935630062339
954,50,49.9996553306271,2.25140957709837,0.000344669372864814
972,50,49.9990158619862,2.25155280429469,0.000984138013819802
990,50,49.9997502649763,2.25113471424468,0.000249735023700737
1008,50,50.0005798033244,2.25082085684723,-0.000579803324406214
1026,50,50.0004719073272,2.25096226511622,-0.000471907327217025
1044,50,49.9998223992832,2.25125880075704,0.000177600716831705
1062,50,49.9995718159595,2.25130710887415,0.000428184040522694
1080,50,49.9999111729236,2.25111879800636,8.88270763610421e-05
1098,50,50.0002622806577,2.25098905602246,-0.000262280657651104
1116,50,50.0001961582664,2.25105861583806,-0.00019615826644781
1134,50,49.9999109198937,2.25118680485111,8.90801063064828e-05
1152,50,49.9998143139121,2.25120164069935,0.000185686087903036
1170,50,49.9999701322861,2.25111718247636,2.9867713912779e-05
1188,50,50.0001181104575,2.25106389225258,-0.000118110457492548
